idno;netustm;ppltrst;vote;prtvtddk;lvpntyr;tygrtr;gndr;yrbrn;edlvddk;eduyrs;wkhct;wkhtot;grspnum;frlgrsp;inwtm
93065;240,0;8;Not eligible to vote;NA;Still in parental home, never left 2 months;45;Male;2001;Folkeskole 9.-10. klasse;10;NA;NA;9999999;9999999;50,0
93117;150,0;9;Yes;Det Radikale Venstre - The Radical Liberal Party;1975;60;Male;1956;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;17;40;42;50000;9999999;54,0
93178;30,0;8;Yes;Det Radikale Venstre - The Radical Liberal Party;1989;60;Female;1970;Forskeruddannelse. Ph.d., doktor;20;37;37;47000;9999999;69,0
93221;480,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1995;30;Female;1975;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;16;30;33;32000;9999999;74,0
93276;600,0;5;Not eligible to vote;NA;1999;50;Male;1981;Folkeskole 9.-10. klasse;10;40;40;20000;20000;66,0
93384;480,0;Most people can be trusted;Yes;NA;1999;20;Male;1980;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;35;35;35;9999999;9999999;50,0
93417;30,0;5;Yes;Socialdemokratiet - The Social democrats;1999;25;Male;1979;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;18;37;50;50000;9999999;95,0
93488;300,0;7;Not eligible to vote;NA;1998;65;Female;1980;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;15;37;37;27000;35000;77,0
93516;30,0;9;Yes;Dansk Folkeparti - Danish People's Party;2002;18;Male;1978;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;37;8000;9999999;62,0
93567;240,0;7;Not eligible to vote;NA;Still in parental home, never left 2 months;60;Male;1999;Folkeskole 9.-10. klasse;10;37;40;3000;9999999;57,0
93571;5,0;5;Yes;Dansk Folkeparti - Danish People's Party;2013;54;Male;1965;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;4;37;40;9999999;9999999;66,0
93640;NA,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1964;62;Male;1946;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;20;37;50;9999999;9999999;56,0
93707;70,0;9;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1980;60;Female;1960;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;39;31200;9999999;77,0
93748;120,0;7;Yes;NA;1990;Never too young;Male;1971;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;3;37;55;450000;550000;69,0
93766;180,0;9;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1984;NA;Female;1964;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;25;37;55;99999;9999;86,0
93939;600,0;6;Not eligible to vote;NA;Still in parental home, never left 2 months;68;Male;2003;Folkeskole 6.-8. klasse;9;20;20;9999999;9999999;67,0
94016;480,0;8;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1967;NA;Male;1947;Licentiat;NA;37;50;9999999;9999999;67,0
94043;510,0;4;Yes;Det Radikale Venstre - The Radical Liberal Party;2011;88;Male;1992;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;16;37;45;38000;9999999;32,0
94092;30,0;7;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1986;NA;Male;1967;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;12;NA;45;9999999;9999999;95,0
94120;90,0;8;Yes;Socialdemokratiet - The Social democrats;1966;Never too young;Female;1945;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;40;37;37;9999999;9999999;82,0
94168;45,0;7;No;NA;1993;60;Male;1973;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;20;50;50;585000;9999999;59,0
94216;45,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1968;60;Female;1948;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;14;30;40;9999999;9999999;81,0
94224;60,0;9;Yes;Socialdemokratiet - The Social democrats;1968;60;Female;1950;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;20;32;32;9999999;9999999;63,0
94230;600,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1994;60;Male;1976;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;11;37;45;65000;70000;50,0
94233;120,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1990;59;Male;1974;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;3;37;48;57000;50000;65,0
94295;70,0;8;Yes;Socialdemokratiet - The Social democrats;1971;NA;Male;1951;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;16;42;45;9999999;9999999;106,0
94327;121,0;7;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1996;64;Female;1981;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;15;35;45;17600;9999999;187,0
94369;90,0;Most people can be trusted;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1998;52;Male;1976;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;37;10000;10000;37,0
94382;60,0;8;Yes;Socialdemokratiet - The Social democrats;1972;60;Male;1955;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;15;37;37;9999999;9999999;56,0
94383;60,0;9;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1971;55;Female;1953;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;15;32;32;9999999;9999999;72,0
94428;480,0;8;Not eligible to vote;NA;Still in parental home, never left 2 months;60;Male;2002;Folkeskole 9.-10. klasse;10;6;6;1300;1300;55,0
94437;180,0;9;Yes;Alternativet - The Alternative;1999;NA;Female;1978;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;17;28;30;9999999;9999999;52,0
94498;180,0;8;Yes;Dansk Folkeparti - Danish People's Party;2001;60;Female;1985;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;17;37;37;21000;9999999;66,0
94557;150,0;5;Yes;Socialdemokratiet - The Social democrats;1978;55;Male;1959;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;9;NA;30;9999999;9999999;92,0
94558;60,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1961;65;Female;1944;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;3;37;37;9999999;9999999;73,0
94595;60,0;7;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1988;60;Male;1966;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;8;37;40;75000;9999999;61,0
94617;NA,0;7;Yes;Socialdemokratiet - The Social democrats;1965;NA;Male;1946;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;12;37;37;9999999;9999999;49,0
94655;30,0;5;Yes;Socialdemokratiet - The Social democrats;1959;60;Female;1940;Folkeskole 9.-10. klasse;10;37;37;9999999;9999999;50,0
94703;120,0;8;Yes;Det Konservative Folkeparti - Conservative People's Party;1988;60;Male;1967;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;16;37;40;50000;9999999;64,0
94714;60,0;9;Yes;Socialdemokratiet - The Social democrats;1974;60;Male;1952;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;15;10;10;13000;13000;65,0
94769;60,0;8;Yes;Socialdemokratiet - The Social democrats;1973;63;Female;1954;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;4;37;37;9999999;9999999;74,0
94808;300,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1962;NA;Female;1941;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;14;14;22;9999999;9999999;64,0
94869;NA,0;5;Yes;Socialdemokratiet - The Social democrats;1953;65;Male;1932;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;4;40;40;9999999;9999999;62,0
94930;60,0;9;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1956;60;Male;1937;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;17;40;40;9999999;9999999;107,0
95093;210,0;9;Yes;Socialdemokratiet - The Social democrats;1995;50;Female;1975;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;16;37;37;30000;9999999;81,0
95134;240,0;7;Yes;Enhedslisten - Unity List - The Red-Green Alliance;2004;NA;Male;1994;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;22;28;37;29000;32000;44,0
95182;480,0;8;Yes;Socialdemokratiet - The Social democrats;1975;60;Female;1956;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;13;30;35;35000;40000;65,0
95209;120,0;9;Yes;Socialdemokratiet - The Social democrats;1986;45;Male;1966;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;37;30000;9999999;51,0
95230;240,0;8;No;NA;1973;59;Female;1955;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;19;40;40;9999999;9999999;62,0
95233;90,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1981;64;Female;1959;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;14;37;45;35000;38000;60,0
95310;540,0;8;Yes;Liberal Alliance - Liberal Alliance;1990;55;Male;1969;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;16;37;42;65000;9999999;72,0
95337;300,0;2;No;NA;2015;40;Male;1996;Folkeskole 9.-10. klasse;12;37;37;4000;6000;47,0
95359;180,0;6;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;Still in parental home, never left 2 months;60;Male;1998;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;12;37;40;9999999;9999999;32,0
95520;420,0;7;Not eligible to vote;NA;Still in parental home, never left 2 months;45;Male;1999;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;13;10;10;15000;9999999;46,0
95587;70,0;7;Yes;Socialdemokratiet - The Social democrats;1982;60;Female;1966;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;3;12;12;9999999;9999999;60,0
95591;60,0;5;Yes;NA;1956;50;Female;1939;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;12;28;30;9999999;9999999;76,0
95598;30,0;8;Yes;Socialdemokratiet - The Social democrats;1974;35;Male;1953;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;37;9999999;9999999;58,0
95609;90,0;9;Not eligible to vote;NA;1976;Never too young;Female;1952;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;17;37;37;9999999;9999999;50,0
95635;270,0;5;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;2014;50;Male;1999;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;12;42;42;10500;9999999;44,0
95696;240,0;3;Yes;Det Radikale Venstre - The Radical Liberal Party;1986;50;Male;1965;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;12;37;45;9999999;9999999;98,0
95758;240,0;Most people can be trusted;Yes;Socialdemokratiet - The Social democrats;1979;60;Male;1959;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;17;NA;60;1300000;9999999;63,0
95814;90,0;4;NA;NA;1968;60;Male;1950;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;15;55;55;9999999;9999999;87,0
95863;NA,0;8;Yes;Dansk Folkeparti - Danish People's Party;2011;60;Male;1960;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;37;25000;30000;53,0
95885;240,0;8;Not eligible to vote;NA;Still in parental home, never left 2 months;Never too young;Male;2001;Folkeskole 9.-10. klasse;10;NA;NA;9999999;9999999;52,0
95953;630,0;2;Yes;Socialdemokratiet - The Social democrats;2012;30;Male;1995;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;14;37;38;11900;13500;45,0
96258;60,0;7;Yes;Dansk Folkeparti - Danish People's Party;2008;55;Female;1992;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;16;37;45;30000;35000;41,0
96374;600,0;6;Not eligible to vote;NA;Still in parental home, never left 2 months;60;Male;1999;Folkeskole 9.-10. klasse;11;0;2;12000;9999999;52,0
96392;360,0;Most people can be trusted;Yes;Det Konservative Folkeparti - Conservative People's Party;2008;40;Male;1990;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;18;8;8;9999999;9999999;45,0
96395;480,0;8;Yes;Socialdemokratiet - The Social democrats;2008;50;Male;1991;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;18;NA;20;9999999;9999999;77,0
96409;60,0;7;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1968;60;Female;1951;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;23;NA;NA;9999999;9999999;58,0
96513;120,0;8;Yes;Socialdemokratiet - The Social democrats;Still in parental home, never left 2 months;25;Male;1996;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;5;37;37;24000;9999999;53,0
96541;120,0;9;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1991;65;Female;1970;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;16;33;33;24000;9999999;75,0
96571;60,0;5;Yes;Socialdemokratiet - The Social democrats;1965;55;Female;1945;Folkeskole 6.-8. klasse;0;37;37;9999999;9999999;83,0
96701;360,0;8;Yes;Socialdemokratiet - The Social democrats;1988;60;Female;1969;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;24;30;30;27000;9999999;56,0
96730;360,0;8;Yes;Det Radikale Venstre - The Radical Liberal Party;2016;58;Male;1996;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;12;37;37;9999999;9999999;49,0
96743;240,0;NA;No;NA;1977;NA;Male;1957;Forskeruddannelse. Ph.d., doktor;20;37;37;9999999;9999999;114,0
96816;45,0;8;Yes;Socialdemokratiet - The Social democrats;1972;60;Female;1951;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;13;37;37;9999999;9999999;80,0
96937;90,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1986;Never too young;Female;1966;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;3;23;23;400000;9999999;92,0
96941;130,0;5;Yes;Dansk Folkeparti - Danish People's Party;2008;55;Male;1984;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;3;37;40;36000;9999999;38,0
96961;300,0;8;Yes;Enhedslisten - Unity List - The Red-Green Alliance;2009;Never too young;Male;1988;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;16;20;20;30000;35000;76,0
96993;390,0;7;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1998;NA;Female;1981;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;15;37;37;30000;35000;53,0
96998;630,0;5;Yes;Det Radikale Venstre - The Radical Liberal Party;Still in parental home, never left 2 months;NA;Male;1985;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;17;37;37;40000;9999999;31,0
97167;NA,0;7;Yes;Dansk Folkeparti - Danish People's Party;2006;65;Female;1988;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;16;28;28;22000;24000;70,0
97225;45,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1982;60;Male;1967;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;35;37;60;35000;9999999;40,0
97267;120,0;5;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1979;60;Female;1961;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;3;15;15;14500;9999999;57,0
97293;210,0;8;Yes;Socialdemokratiet - The Social democrats;1997;NA;Male;1977;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;18;37;37;40000;50000;65,0
97305;120,0;8;Yes;Socialdemokratiet - The Social democrats;1980;65;Female;1963;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;19;28;28;22000;9999999;35,0
97316;120,0;7;Yes;Liberal Alliance - Liberal Alliance;2017;50;Female;1996;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;14;37;41;9999999;9999999;69,0
97320;60,0;8;Yes;Socialdemokratiet - The Social democrats;1965;65;Male;1946;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;15;37;65;9999999;9999999;45,0
97389;240,0;8;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1973;60;Male;1955;Folkeskole 9.-10. klasse;10;37;37;9999999;9999999;53,0
97393;120,0;8;Yes;Socialdemokratiet - The Social democrats;1988;55;Female;1969;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;37;23000;9999999;49,0
97398;180,0;6;Yes;Dansk Folkeparti - Danish People's Party;1987;NA;Female;1970;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;43;27500;32000;54,0
97618;120,0;5;Not eligible to vote;NA;1999;65;Male;1977;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;15;37;37;30000;35000;36,0
97663;600,0;4;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1991;60;Male;1973;Universitetsbachelor. 1. del af kandidatuddannelse;18;37;55;81000;9999999;66,0
97713;20,0;7;Yes;Det Radikale Venstre - The Radical Liberal Party;1985;62;Female;1966;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;15;37;38;50000;9999999;71,0
97736;60,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1978;Never too young;Female;1960;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;13;24;24;26300;9999999;40,0
97744;NA,0;7;Yes;NA;1962;65;Female;1944;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;14;33;NA;9999999;9999999;78,0
97803;150,0;Most people can be trusted;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1994;NA;Female;1976;Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann;11;37;37;26000;9999999;68,0
97834;NA,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1972;40;Female;1950;Folkeskole 6.-8. klasse;8;30;30;9999999;9999999;35,0
97851;122,0;8;Yes;Det Konservative Folkeparti - Conservative People's Party;1967;NA;Male;1948;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;19;0;0;0;9999999;71,0
98030;240,0;9;No;NA;1969;NA;Male;1945;Universitetsbachelor. 1. del af kandidatuddannelse;16;40;40;500000;9999999;114,0
98187;120,0;7;Not eligible to vote;NA;2014;60;Male;1997;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;13;40;40;22000;9999999;54,0
98275;240,0;8;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1979;NA;Male;1958;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;19;37;44;50000;9999999;58,0
98301;120,0;9;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1975;NA;Female;1957;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;19;30;32;888;888;57,0
98385;210,0;8;Not eligible to vote;NA;Still in parental home, never left 2 months;Never too young;Male;2003;Folkeskole 6.-8. klasse;9;4;4;9999999;9999999;43,0
98439;90,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1970;60;Female;1952;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;7;40;60;9999999;9999999;63,0
98445;120,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;2013;62;Male;1986;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;17;NA;60;9999999;9999999;52,0
98452;20,0;8;Yes;Kristendemokraterne - Christian Democrats;1962;60;Male;1944;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;17;25;25;9999999;9999999;44,0
98530;90,0;Most people can be trusted;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1974;62;Male;1955;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;10;37;40;600000;9999999;87,0
98562;NA,0;4;Yes;Socialdemokratiet - The Social democrats;2011;18;Female;1995;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;10;12;12;9999999;9999999;41,0
98642;330,0;7;Not eligible to vote;NA;Still in parental home, never left 2 months;Never too young;Male;2002;Folkeskole 6.-8. klasse;0;NA;NA;9999999;9999999;44,0
98904;300,0;7;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;2005;NA;Male;1982;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;38;38;33000;9999999;50,0
98943;45,0;9;Yes;Dansk Folkeparti - Danish People's Party;1969;50;Male;1954;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;20;NA;84;9999999;9999999;113,0
98975;NA,0;3;Yes;Dansk Folkeparti - Danish People's Party;1957;60;Male;1941;Folkeskole 9.-10. klasse;17;28;28;9999999;9999999;159,0
98988;240,0;7;Yes;Other;1999;69;Female;1983;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;13;37;40;28000;31000;57,0
99001;60,0;6;Yes;Alternativet - The Alternative;1990;58;Female;1973;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;17;37;42;29000;9999999;78,0
99023;330,0;7;Yes;Enhedslisten - Unity List - The Red-Green Alliance;2016;Never too young;Female;1996;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;15;5;5;9999999;9999999;70,0
99036;183,0;7;Yes;NA;2014;68;Male;1991;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;36;36;34000;9999999;65,0
99037;60,0;3;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1973;50;Male;1953;Folkeskole 9.-10. klasse;10;37;50;33000;9999999;43,0
99107;60,0;7;Yes;NA;1961;65;Female;1944;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;6;37;50;9999999;9999999;63,0
99141;150,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1998;Never too young;Male;1976;Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem;3;30;34;9999999;9999999;66,0
99164;120,0;8;Yes;NA;1965;67;Male;1945;Folkeskole 6.-8. klasse;7;37;70;9999999;9999999;68,0
99181;NA,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1973;49;Male;1958;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;11;12;12;28000;9999999;54,0
99184;90,0;9;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1975;60;Female;1961;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;14;37;37;9999999;9999999;49,0
99198;60,0;7;Yes;Dansk Folkeparti - Danish People's Party;1965;55;Male;1945;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;40;40;9999999;9999999;67,0
99250;300,0;6;Yes;Liberal Alliance - Liberal Alliance;2017;60;Female;1997;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;12;37;48;20000;9999999;57,0
99265;480,0;5;Not eligible to vote;NA;Still in parental home, never left 2 months;60;Male;1999;Folkeskole 9.-10. klasse;10;37;40;9999999;9999999;51,0
99306;180,0;4;Yes;Enhedslisten - Unity List - The Red-Green Alliance;2017;50;Male;1996;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;14;15;25;9999999;9999999;52,0
99309;15,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1960;65;Female;1942;Folkeskole 6.-8. klasse;7;37;39;9999999;9999999;80,0
99313;60,0;8;Yes;SF Socialistisk Folkeparti - Socialist People's Party;1977;50;Female;1961;Other;20;NA;37;400000;9999999;61,0
99368;120,0;9;Yes;Socialdemokratiet - The Social democrats;1969;60;Female;1959;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;14;37;37;9999999;9999999;58,0
99391;120,0;5;Yes;Dansk Folkeparti - Danish People's Party;1994;60;Female;1976;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;17;12;12;18800;25000;37,0
99431;120,0;8;Yes;Socialdemokratiet - The Social democrats;1978;60;Female;1960;Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann;11;29;29;2500;9999999;76,0
99485;60,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1972;Never too young;Female;1954;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;14;37;40;9999999;9999999;63,0
99486;NA,0;6;Yes;Socialdemokratiet - The Social democrats;1969;65;Male;1951;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;28;28;9999999;9999999;96,0
99681;390,0;8;No;NA;2009;65;Male;1990;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;14;37;37;9999999;9999999;72,0
99685;122,0;8;Yes;Det Konservative Folkeparti - Conservative People's Party;1953;NA;Male;1934;Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks;20;37;50;9999999;9999999;64,0
99887;600,0;8;Yes;Venstre, Danmarks Liberale Parti - The Liberal Party;1991;60;Male;1973;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;17;37;37;40000;9999999;63,0
99957;180,0;9;No;NA;Still in parental home, never left 2 months;65;Male;1998;Folkeskole 9.-10. klasse;13;37;37;11000;9999999;61,0
99970;180,0;9;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1990;60;Male;1975;Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-;14;37;38;40000;9999999;43,0
100065;360,0;8;No;NA;Still in parental home, never left 2 months;NA;Male;2002;Folkeskole 6.-8. klasse;9;3;3;9999999;9999999;55,0
100133;60,0;9;Yes;Socialdemokratiet - The Social democrats;1963;60;Female;1949;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;14;37;37;9999999;9999999;71,0
100241;120,0;7;Not eligible to vote;NA;1978;60;Female;1957;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;15;37;45;33000;9999999;64,0
100306;304,0;8;Yes;Enhedslisten - Unity List - The Red-Green Alliance;2016;45;Male;1996;Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX;12;NA;NA;9999999;9999999;58,0
100320;45,0;7;Yes;Enhedslisten - Unity List - The Red-Green Alliance;1962;Never too young;Male;1946;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;15;37;42;9999999;9999999;73,0
100325;180,0;4;Yes;SF Socialistisk Folkeparti - Socialist People's Party;2001;NA;Female;1984;Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,;15;30;30;24500;9999999;67,0
